Date,Open,High,Low,Close,Adj Close,Volume,Yesterday,MA3,MA6,MA13,MA21
2023-08-18 00:00:00,14.0,14.555000305175781,13.869999885559082,14.479999542236328,14.479999542236328,6188900,14.24,14.477,14.747,15.134,15.252
2023-08-21 00:00:00,14.649999618530273,17.190000534057617,14.5600004196167,16.81999969482422,16.81999969482422,30937200,14.48,15.18,15.03,15.196,15.342
2023-08-22 00:00:00,16.225000381469727,16.56999969482422,15.979999542236328,16.239999771118164,16.239999771118164,16767600,16.82,15.847,15.21,15.217,15.42
2023-08-23 00:00:00,16.34000015258789,16.760000228881836,15.970000267028809,16.670000076293945,16.670000076293945,8871000,16.24,16.577,15.527,15.294,15.511
2023-08-24 00:00:00,16.799999237060547,16.889999389648438,16.020000457763672,16.040000915527344,16.040000915527344,8190800,16.67,16.317,15.748,15.328,15.542
2023-08-25 00:00:00,16.139999389648438,17.5,15.829999923706055,16.56999969482422,16.56999969482422,12268400,16.04,16.427,16.137,15.457,15.628
2023-08-28 00:00:00,16.610000610351562,16.875,16.09000015258789,16.549999237060547,16.549999237060547,8011500,16.57,16.387,16.482,15.566,15.679
2023-08-29 00:00:00,16.360000610351562,17.100000381469727,16.360000610351562,16.6299991607666,16.6299991607666,8687800,16.55,16.583,16.45,15.692,15.677
2023-08-30 00:00:00,16.280000686645508,16.360000610351562,15.550999641418457,16.280000686645508,16.280000686645508,12799500,16.63,16.487,16.457,15.782,15.645
2023-08-31 00:00:00,16.239999771118164,16.655000686645508,15.920000076293945,16.6299991607666,16.6299991607666,15177300,16.28,16.513,16.45,15.895,15.674
2023-09-01 00:00:00,17.260000228881836,18.350000381469727,17.165000915527344,17.209999084472656,17.209999084472656,15080900,16.63,16.707,16.645,16.082,15.733
2023-09-05 00:00:00,17.0,17.920000076293945,16.899999618530273,17.889999389648438,17.889999389648438,9314400,17.21,17.243,16.865,16.327,15.839
2023-09-06 00:00:00,17.56999969482422,17.979999542236328,17.260000228881836,17.329999923706055,17.329999923706055,6372100,17.89,17.477,16.995,16.565,15.921
2023-09-07 00:00:00,17.0,17.280000686645508,16.815000534057617,17.040000915527344,17.040000915527344,4768100,17.33,17.42,17.063,16.762,16.024
2023-09-08 00:00:00,17.079999923706055,17.239999771118164,16.7450008392334,16.940000534057617,16.940000534057617,4602000,17.04,17.103,17.173,16.771,16.11
2023-09-11 00:00:00,17.110000610351562,17.899999618530273,17.06999969482422,17.670000076293945,17.670000076293945,5509800,16.94,17.217,17.347,16.881,16.238
2023-09-12 00:00:00,17.459999084472656,17.799999237060547,17.010000228881836,17.040000915527344,17.040000915527344,5599900,17.67,17.217,17.318,16.909,16.329
2023-09-13 00:00:00,17.010000228881836,17.100000381469727,16.65999984741211,16.739999771118164,16.739999771118164,4756100,17.04,17.15,17.127,16.963,16.404
2023-09-14 00:00:00,16.84000015258789,17.31999969482422,16.80500030517578,17.209999084472656,17.209999084472656,4905500,16.74,16.997,17.107,17.012,16.52
2023-09-15 00:00:00,17.09000015258789,17.209999084472656,16.780000686645508,16.799999237060547,16.799999237060547,13117700,17.21,16.917,17.067,17.032,16.62
2023-09-18 00:00:00,16.690000534057617,16.93000030517578,16.549999237060547,16.559999465942383,16.559999465942383,5668000,16.8,16.857,17.003,17.026,16.73
2023-09-19 00:00:00,16.479999542236328,16.700000762939453,16.12299919128418,16.59000015258789,16.59000015258789,4687300,16.56,16.65,16.823,17.05,16.831
2023-09-20 00:00:00,16.719999313354492,17.069000244140625,16.520000457763672,16.549999237060547,16.549999237060547,4529200,16.59,16.567,16.742,17.044,16.818
2023-09-21 00:00:00,16.3799991607666,16.450000762939453,15.510000228881836,15.90999984741211,15.90999984741211,7816200,16.55,16.35,16.603,16.944,16.802
2023-09-22 00:00:00,16.1299991607666,16.15999984741211,15.75,15.800000190734863,15.800000190734863,4269600,15.91,16.087,16.368,16.783,16.761
2023-09-25 00:00:00,15.729999542236328,15.829999923706055,15.541999816894531,15.65999984741211,15.65999984741211,3602400,15.8,15.79,16.178,16.655,16.743
2023-09-26 00:00:00,15.460000038146973,15.895000457763672,15.380000114440918,15.829999923706055,15.829999923706055,5468100,15.66,15.763,16.057,16.562,16.708
2023-09-27 00:00:00,16.010000228881836,16.41900062561035,15.835000038146973,16.149999618530273,16.149999618530273,7174400,15.83,15.88,15.983,16.501,16.689
2023-09-28 00:00:00,15.970000267028809,16.40999984741211,15.788999557495117,16.34000015258789,16.34000015258789,6110300,16.15,16.107,15.948,16.398,16.675
2023-09-29 00:00:00,16.639999389648438,17.024999618530273,16.579999923706055,16.8700008392334,16.8700008392334,2363226,16.34,16.453,16.108,16.385,16.703
