Date,Open,High,Low,Close,Adj Close,Volume,Yesterday,MA3,MA6,MA13,MA21
2023-08-18 00:00:00,110.97000122070312,113.7699966430664,110.88999938964844,112.70999908447266,112.55921173095703,622000,112.17,113.223,114.822,115.324,118.142
2023-08-21 00:00:00,113.08999633789062,113.62999725341797,111.81999969482422,112.58000183105469,112.42938995361328,695900,112.71,112.487,114.035,114.573,117.737
2023-08-22 00:00:00,113.0,113.0,110.9800033569336,112.0999984741211,111.95002746582031,588000,112.58,112.463,113.193,114.582,117.351
2023-08-23 00:00:00,112.2699966430664,112.63999938964844,111.3499984741211,112.12000274658203,111.97000885009766,516300,112.1,112.267,112.745,114.573,116.921
2023-08-24 00:00:00,111.75,112.91999816894531,110.95999908447266,111.11000061035156,111.11000061035156,308900,112.12,111.777,112.132,114.25,116.475
2023-08-25 00:00:00,111.30999755859375,111.86000061035156,110.5,110.70999908447266,110.70999908447266,476000,111.11,111.313,111.888,113.882,115.923
2023-08-28 00:00:00,111.08999633789062,113.16999816894531,110.80000305175781,112.8499984741211,112.8499984741211,578700,110.71,111.557,111.912,113.677,115.336
2023-08-29 00:00:00,112.44999694824219,115.81999969482422,112.12000274658203,115.45999908447266,115.45999908447266,582900,112.85,113.007,112.392,113.528,114.818
2023-08-30 00:00:00,114.97000122070312,116.45999908447266,114.97000122070312,115.30999755859375,115.30999755859375,690400,115.46,114.54,112.927,113.375,114.355
2023-08-31 00:00:00,115.31999969482422,115.69000244140625,112.33999633789062,112.41000366210938,112.41000366210938,861400,115.31,114.393,112.975,113.01,113.882
2023-09-01 00:00:00,113.37000274658203,114.95999908447266,113.23999786376953,114.80000305175781,114.80000305175781,507800,112.41,114.173,113.59,113.009,114.016
2023-09-05 00:00:00,114.36000061035156,114.56999969482422,111.27999877929688,111.45999908447266,111.45999908447266,660200,114.8,112.89,113.715,112.753,113.979
2023-09-06 00:00:00,110.91000366210938,113.08000183105469,110.9000015258789,112.37000274658203,112.37000274658203,352100,111.46,112.877,113.635,112.768,113.839
2023-09-07 00:00:00,111.36000061035156,111.69000244140625,110.02999877929688,110.47000122070312,110.47000122070312,635600,112.37,111.433,112.803,112.596,113.6
2023-09-08 00:00:00,110.94999694824219,112.66999816894531,110.5999984741211,111.87999725341797,111.87999725341797,761400,110.47,111.573,112.232,112.542,113.427
2023-09-11 00:00:00,112.69000244140625,113.2699966430664,109.44000244140625,109.63999938964844,109.63999938964844,1053100,111.88,110.663,111.77,112.353,113.057
2023-09-12 00:00:00,109.3499984741211,109.76000213623047,107.83999633789062,108.44999694824219,108.44999694824219,866900,109.64,109.99,110.712,112.071,112.636
2023-09-13 00:00:00,107.87000274658203,108.16999816894531,104.3499984741211,104.56999969482422,104.56999969482422,1052400,108.45,107.553,109.563,111.568,112.037
2023-09-14 00:00:00,105.33999633789062,107.58000183105469,104.87000274658203,107.37000274658203,107.37000274658203,682100,104.57,106.797,108.73,111.311,111.682
2023-09-15 00:00:00,107.16000366210938,108.37999725341797,106.83999633789062,107.5,107.5,869400,107.37,106.48,108.235,110.899,111.335
2023-09-18 00:00:00,107.20999908447266,108.20999908447266,106.37000274658203,106.62000274658203,106.62000274658203,444500,107.5,107.163,107.358,110.219,111.071
2023-09-19 00:00:00,106.36000061035156,107.08999633789062,105.08000183105469,105.55999755859375,105.55999755859375,508800,106.62,106.56,106.678,109.469,110.73
2023-09-20 00:00:00,106.23999786376953,106.8499984741211,105.7699966430664,105.86000061035156,105.86000061035156,617700,105.56,106.013,106.247,108.965,110.41
2023-09-21 00:00:00,104.66000366210938,104.94999694824219,103.04000091552734,103.08000183105469,103.08000183105469,456200,105.86,104.833,105.998,108.064,109.981
2023-09-22 00:00:00,103.16999816894531,104.54000091552734,102.7300033569336,102.91999816894531,102.91999816894531,394200,103.08,103.953,105.257,107.407,109.543
2023-09-25 00:00:00,103.27999877929688,105.0,103.12999725341797,103.30999755859375,103.30999755859375,508300,102.92,103.103,104.558,106.71,109.171
2023-09-26 00:00:00,102.77999877929688,103.83000183105469,102.18000030517578,102.44000244140625,102.44000244140625,611100,103.31,102.89,103.862,106.092,108.778
2023-09-27 00:00:00,102.98999786376953,104.80000305175781,102.76000213623047,103.5,103.5,467700,102.44,103.083,103.518,105.448,108.332
2023-09-28 00:00:00,103.6500015258789,108.75,103.6500015258789,108.12000274658203,108.12000274658203,1017600,103.5,104.687,103.895,105.331,107.983
2023-09-29 00:00:00,108.86000061035156,108.98999786376953,106.0199966430664,106.0199966430664,106.0199966430664,248182,108.12,105.88,104.385,105.144,107.54
