Date,Open,High,Low,Close,Adj Close,Volume,Yesterday,MA3,MA6,MA13,MA21
2023-08-18 00:00:00,35.869998931884766,36.56999969482422,35.619998931884766,36.310001373291016,36.176025390625,1131400,36.0,36.043,36.308,36.307,36.806
2023-08-21 00:00:00,36.209999084472656,36.40999984741211,35.83000183105469,36.2599983215332,36.12620544433594,1002800,36.31,36.19,36.155,36.271,36.721
2023-08-22 00:00:00,35.91999816894531,36.40999984741211,35.720001220703125,36.279998779296875,36.14613342285156,1233800,36.26,36.283,36.07,36.271,36.644
2023-08-23 00:00:00,36.45000076293945,36.90999984741211,36.29999923706055,36.84000015258789,36.70406723022461,896300,36.28,36.46,36.252,36.318,36.565
2023-08-24 00:00:00,36.88999938964844,36.93000030517578,36.13999938964844,36.150001525878906,36.0166130065918,750400,36.84,36.423,36.307,36.311,36.414
2023-08-25 00:00:00,36.38999938964844,36.900001525878906,36.38999938964844,36.630001068115234,36.494842529296875,764800,36.15,36.54,36.412,36.385,36.392
2023-08-28 00:00:00,36.72999954223633,37.11000061035156,36.619998931884766,36.91999816894531,36.78377151489258,926400,36.63,36.567,36.513,36.487,36.386
2023-08-29 00:00:00,37.0,37.599998474121094,36.91999816894531,37.529998779296875,37.39152145385742,867000,36.92,37.027,36.725,36.497,36.455
2023-08-30 00:00:00,37.61000061035156,37.779998779296875,37.40999984741211,37.56999969482422,37.431373596191406,680300,37.53,37.34,36.94,36.527,36.484
2023-08-31 00:00:00,37.66999816894531,37.90999984741211,37.31999969482422,37.33000183105469,37.1922607421875,974800,37.57,37.477,37.022,36.568,36.513
2023-09-01 00:00:00,37.54999923706055,37.970001220703125,37.540000915527344,37.83000183105469,37.69041442871094,765800,37.33,37.577,37.302,36.728,36.587
2023-09-05 00:00:00,37.540000915527344,37.59000015258789,36.790000915527344,37.27000045776367,37.13248062133789,1375600,37.83,37.477,37.408,36.84,36.636
2023-09-06 00:00:00,37.119998931884766,37.560001373291016,37.029998779296875,37.400001525878906,37.262001037597656,1037200,37.27,37.5,37.488,36.948,36.691
2023-09-07 00:00:00,37.04999923706055,37.189998626708984,36.93000030517578,37.0,37.0,1797500,37.4,37.223,37.4,37.001,36.755
2023-09-08 00:00:00,37.099998474121094,37.5,36.970001220703125,37.099998474121094,37.099998474121094,1215600,37.0,37.167,37.322,37.065,36.827
2023-09-11 00:00:00,37.310001373291016,37.4900016784668,36.650001525878906,36.79999923706055,36.79999923706055,941800,37.1,36.967,37.233,37.105,36.798
2023-09-12 00:00:00,36.810001373291016,36.88999938964844,36.43000030517578,36.63999938964844,36.63999938964844,918600,36.8,36.847,37.035,37.09,36.772
2023-09-13 00:00:00,36.720001220703125,36.720001220703125,36.11000061035156,36.52000045776367,36.52000045776367,1110800,36.64,36.653,36.91,37.118,36.76
2023-09-14 00:00:00,36.72999954223633,37.06999969482422,36.52000045776367,37.029998779296875,37.029998779296875,1275600,36.52,36.73,36.848,37.149,36.82
2023-09-15 00:00:00,37.11000061035156,37.599998474121094,36.7599983215332,36.97999954223633,36.97999954223633,4076000,37.03,36.843,36.845,37.154,36.876
2023-09-18 00:00:00,36.939998626708984,36.959999084472656,36.56999969482422,36.81999969482422,36.81999969482422,956400,36.98,36.943,36.798,37.099,36.915
2023-09-19 00:00:00,36.81999969482422,37.06999969482422,36.630001068115234,36.970001220703125,36.970001220703125,832900,36.82,36.923,36.827,37.053,36.946
2023-09-20 00:00:00,37.18000030517578,37.540000915527344,37.060001373291016,37.099998474121094,37.099998474121094,803900,36.97,36.963,36.903,37.035,36.986
2023-09-21 00:00:00,36.90999984741211,37.16999816894531,36.68000030517578,36.68000030517578,36.68000030517578,1048300,37.1,36.917,36.93,36.947,37.005
2023-09-22 00:00:00,36.72999954223633,37.060001373291016,36.59000015258789,36.630001068115234,36.630001068115234,640500,36.68,36.803,36.863,36.898,36.995
2023-09-25 00:00:00,36.470001220703125,37.119998931884766,36.349998474121094,37.09000015258789,37.09000015258789,704100,36.63,36.8,36.882,36.874,37.04
2023-09-26 00:00:00,36.869998931884766,37.0,36.349998474121094,36.369998931884766,36.369998931884766,795400,37.09,36.697,36.807,36.825,37.028
2023-09-27 00:00:00,36.56999969482422,36.59000015258789,35.93000030517578,36.220001220703125,36.220001220703125,771600,36.37,36.56,36.682,36.758,36.994
2023-09-28 00:00:00,35.93000030517578,36.59000015258789,35.900001525878906,36.43000030517578,36.43000030517578,801800,36.22,36.34,36.57,36.729,36.942
2023-09-29 00:00:00,36.68000030517578,36.97999954223633,36.5099983215332,36.54999923706055,36.54999923706055,378538,36.43,36.4,36.548,36.722,36.893
